sample_ML6	sample_ML7	sample_ML8	sample_ML9	sample_HFS211	sample_HFS212	sample_HFS213	sample_HFS214
TMEM212	0	0	0	0	0	0	0	0
TMEM213	0	0	0	0	0	0	0	0
TMEM214	54.5701	53.5623	48.7234	53.3506	34.7525	32.6339	38.0389	33.9508
TMEM215	0.963671	1.35946	0.775883	1.00417	0.591139	0.235857	0.0283587	0.0625932
TMEM216	3.29354	6.81961	5.54855	5.19275	2.15583	2.39336	2.09859	1.51509
TMEM217	0	0	0	0	0	0	0	0
TMEM217B	0	0	0	0	0	0	0	0
TMEM218	3.70614	4.99665	3.36291	1.21226	2.048004	1.28732	1.860169	3.22509
TMEM219	153.0293	139.296	139.3589	119.88203	50.05093	52.57025	46.45909	69.81732
TMEM220	22.46274	23.5858	7.60787	27.05867	12.13051	15.062887	9.57721	17.50362
TMEM221	0.1257068	0.0610246	0.146914	0.194475	0	0.0395025	0.0614978	0.1753369
TMEM222	21.6952	31.7919	26.4418	17.3102	24.7115	17.1412	25.5174	20.6434
TMEM223	34.5781	49.9455	37.1031	33.3392	41.4453	32.1821	24.7426	16.9477
TMEM225	0	0	0	0	0	0	0	0
TMEM229A	0.478154	0.215901	0.843382	0.385153	0.464604	0.849337	0.381871	1.29184
TMEM229B	23.28743	51.9712900036831	17.7370477	36.8892554756	22.38305	22.841473	16.870186	19.345006
TMEM230	69.0195	111.218	80.3841	80.3187	54.0794	64.8068	50.2636	64.0451
TMEM231	2.52244	2.15808	1.19426	2.397907	2.86937	2.02795	1.84843	3.21072
TMEM233	1.02085	0.994188	0.143799	0.440263	1.66411	2.54212	0.577353	1.92613
TMEM234	12.9638	21.2927	8.45331	10.4554	13.7682	8.76095	9.25953	11.4644
TMEM236	0	0	0	0	0	0	0	0
TMEM237	1.94344	3.10239	1.74875	2.097	0.619009	2.05319	0.768187	1.81597
TMEM238	10.1669	14.0561	10.091939	13.622	9.56598	8.42596	6.05002	6.73331
TMEM239	0	0	0	0	0	0	0	0
TMEM240	1.68746	4.339	2.13816	2.19963	1.83493	3.0907	3.46027	5.03828
TMEM241	5.94232	6.08391	5.46434	4.551399	2.11216	2.711684	2.80607	2.755465
TMEM242	18.6008	19.387	12.6668	13.9441	9.25868	11.8422	9.72288	12.8231
TMEM243	36.0864	52.4707	27.7946	29.2777	42.1036	38.4451	23.4286	51.6703
TMEM245	6.10649	12.9183	4.05025	6.81204	4.29993	6.72741	3.72367	5.6623
TMEM247	0	0	0	0	0	0	0	0
TMEM248	30.63472	43.16832412072	25.8178500002459	37.43115029404	20.652458177	31.3595150117	19.3420340202	32.897680008
TMEM249	0.626167	0.853042	0.246857	0.12679	0.158847	0.257006	0.496145	0.137806
TMEM25	0.491073	0.170129	0.276164	0.656727	0.355084	0.24815	0.17054	0.527219
TMEM250	6.91429	11.3508	6.5492	11.4958	2.40714	3.06147	2.28443	3.28525
TMEM252	0	0	0	0	0	0	0	0
TMEM253	1.3366745	1.764098	0.7530715	1.7818553	1.303733	1.227266	1.02855	1.22714
TMEM254	13.87554	17.80543	8.562412	10.58353	9.931718	11.63399	14.82265	8.734244
TMEM255A	0.0482260207	0.07014754381	0.0237264447	0.125828228	0.0915101	0.608052018	0.210511	0.309638105
TMEM255B	0	0.305335	0	0	0	0	0	0
TMEM256	34.4388	58.6102	25.8043	39.3276	19.0419	24.6042	25.2633	20.3317
TMEM258	935.295	673.177	923.826	604.082	297.88	252.104	231.193	251.731
TMEM259	97.57861	135.51488	99.95507	115.63699	94.057576	85.78644	83.008252	69.53291
TMEM26	0.855306	1.20846	1.07205	1.11766	4.33418	2.37558	1.75566	4.9889
TMEM260	17.204	21.3427	16.5528	11.7253	10.7714	17.7266	7.78182	16.7343
TMEM262	1.1759	2.40231	1.39058	1.79001	1.04415	1.32642	0.814492	1.42176
TMEM263	18.44883	29.00189	18.386639	21.0911	7.86703	17.50560581477	8.82375	17.19575
TMEM265	15.32597	29.6846	14.72086	15.61021	8.74861	6.820685	8.064575	6.809583
TMEM266	0	0	0.0364107	0.0769176	0.187268	0.0374028	0.14396	0.278195
TMEM267	1.947887	2.208154	1.357406	2.070006	0.873457	1.664821	1.079343	1.8492816
TMEM268	21.616605	39.38193	20.770781	26.10844	15.91454	19.933583	19.98653	15.62643
TMEM269	0.600542	1.01946	0.553961	1.05338	0.379828	0.720842	0.767427	0.806189
TMEM270	0	0	0	0	0	0	0	0
TMEM271	0.249123	0	0.0817329	0.172409	0.105098	0.126033	0.363888	0.357302
TMEM273	1.89191	1.85298	4.99983	2.38648	12.8951	9.03571	14.8246	34.8783
TMEM275	0	0	0	0	0	0	0	0
TMEM276	82.1014	98.6963	75.0334	76.9036	44.8125	47.5863	47.2035	46.4319
TMEM30A	33.0795	38.8432	26.2551	28.2141	20.7233	43.8567	21.7393	47.7662
TMEM30B	1.93093	2.59751	2.11656	3.50533	1.16643	1.91014	1.11168	2.07853
TMEM33	9.28095	9.52115	9.96382	7.92132	5.31657	9.49212	5.29971	9.65505
TMEM35A	0.179945	0.130957	0.0442801	0.0466507	0.797165	1.36637	0.701451	1.16259
TMEM35B	0.132865	0.472716	0.130778	0.13781	0.448447	0.1345	0.215769	0.095359
TMEM37	4.91756	2.781125	4.32266	1.6967	1.77832	1.29539	1.349453	5.61992
TMEM38A	48.9414	49.7142	38.3488	37.2185	32.35093	22.48882	27.81628	24.79706
TMEM38B	3.42484	2.52225	1.86032	2.3779	2.01874	4.07551	3.5213	2.49027
TMEM39A	85.4788	70.79	74.5168	65.7565	27.1934	31.2873	28.0116	37.8161
TMEM39B	13.137966	24.416563	11.986998	16.626856	10.846255	10.367283	11.409347	11.19448
TMEM40	9.06989	5.64753	5.9548	8.51694	13.1596	13.8151	15.1436	16.9436
TMEM41A	7.83756	8.06744	6.17032	5.22901	6.55718	6.13943	3.7924	6.41653
TMEM41B	13.0713	12.4912	9.77135	9.76845	5.86239	12.6252	7.80186	18.1728
TMEM42	6.05806	10.5277	5.60659	6.06484	4.14239	3.13678	5.21347	4.71885
TMEM43	17.41	20.8382	15.3553	22.4978	27.183	31.1944	25.3174	31.6838
TMEM44	3.7099	4.8354	2.81736	3.67329	2.28127	1.34337	2.48359	1.88781
TMEM45A	11.157	6.36398	7.82266	5.24174	3.53747	3.62571	2.33147	3.53083
TMEM45B	0.116348	0.452729	0	0.472467	0	0	0.115095	0
TMEM47	1.01778	0.769722	1.0014	1.12724	1.57059	5.74515	2.09126	5.48303
TMEM50A	78.3845	84.2956	72.018	60.6129	59.8982	68.5317	60.2651	83.9865
TMEM50B	21.6451	21.0867	20.6203	21.3741	20.7943	21.4244	24.2201	27.0392
TMEM51	2.0959	2.36512	2.54292	2.62534	3.8254	4.69121	2.18686	2.31195
TMEM52B	0	0	0	0	0	0	0	0
TMEM53	4.17988	4.59364	3.007	4.26774	3.973051	3.784768	4.367569	5.32247
TMEM54	0.372611	0.361905	0.293549	0.689295	0	0.370731	0	0.26656
TMEM59	282.041	235.93	333.557	249.818	209.464	239.613	215.583	260.989
TMEM59L	5.00128	5.00535	3.913801	2.16687	1.146485	1.1146	1.687024	0.973105
TMEM60	34.5175	44.821	24.5759	32.6069	18.0744	20.7909	17.7627	17.03
TMEM61	2.57467	3.74206	1.77599	3.16608	4.00974	2.46453	5.23344	3.18406
TMEM62	27.38412	32.844	21.01007	24.996092	19.39941	21.598213	24.589724	20.23321
TMEM63A	23.42989	22.68139	17.06708	19.03547	22.97442	24.53565	23.93626	25.92991
TMEM63B	24.02516	45.65337	26.83079	32.90482	24.924047	25.34501	24.90138	23.54005
TMEM63C	0.1775559	0.2380983	0.0862892	0.327994	0.2221071	0.4132851	0.704879	0.656132
TMEM64	10.2376	11.3737	6.3913	13.1543	5.02563	8.96442	3.74948	8.00099
TMEM65	5.46766	7.35516	3.95511	5.19157	2.81568	8.95529	4.39987	7.46419
TMEM67	1.01434	0.887667	0.894609	0.998872000668772	0.756662	1.49622	2.04014	2.12494
TMEM68	19.343516	24.585474	15.701192	16.6140300044329	9.50439	19.125127	13.6888	22.540729
TMEM69	3.45194	6.7087	3.13779	3.89427	3.01457	5.22176	4.30072	4.1124
TMEM70	36.3509	47.5052	25.7744	28.5909	38.6573	33.5929	20.0704	25.5974
TMEM71	37.2126	134.018	37.1006	70.3079	10.1907	31.4673	20.0149	29.2152
TMEM72	0	0	0	0	0	0	0	0
TMEM74	0	0.0346921	0.0234729	0.0246677	0.089685	0.024014931584	0.045843	0.0508802
TMEM74B	0	0	0	0	0	0.203828	0.123815	0.109123
TMEM79	0	0	0	0	0	0.497621	0.143724	0.105904
TMEM80	14.2331	24.6026	9.23323	17.9281	14.0108	19.1172	22.4385	18.5587
TMEM81	0	0.0403503	0.0818653	0	0	0.0420794	0	0
TMEM82	0.274373	0.449357	0.304199	0.346472	0.255038	0.323894	0.578179	0.142382
TMEM86A	17.392	26.0026	16.9975	13.3644	29.4338	28.5144	36.8798	24.5295
TMEM86B	1.40194	1.5798	1.37994	0.937873	12.7648	8.88291	12.8698	8.23036
TMEM87A	24.03045	29.04028	16.01208	23.76997	10.54249	16.19292	12.41478	21.1009
TMEM87B	11.4618	15.9252	8.60491	14.3823	5.57821	8.5209	7.15994	8.70971
TMEM88	13.1151	29.1935	11.2213	16.7224	12.6935	17.8277	16.4072	16.65
TMEM88B	0.518801	0.458762	0.287202	0.521959	0.203027	0.477633	0.609615	0.311871
TMEM89	0	0	0	0	0	0	0	0
TMEM8B	1.316005	1.965374	1.035961	0.713708	0.821818	1.4892481	0.877913	0.897788
TMEM9	9.1304	11.229276	6.50185	9.61382	10.5874	12.5019	10.464	11.5085
TMEM91	1.185736	1.32347	0.667025	0.968016	0.43145709	1.002159	0.73952335	1.063278
TMEM92	0.991008	0.579992	0.195564	0.196553	0	0	0.193701	0
TMEM94	14.49939	20.3346925126269	11.559416	18.2415177296	14.778044	14.72177434	13.99559	14.34114183504
TMEM95	0	0.295303	0	0	0.73114	0.29245	0.564533	0
TMEM97	585.124	355.943	536.373	333.332	85.7748	98.1695	93.9694	149.749
TMEM9B	30.9538	40.9702	30.4191	33.3528	57.0018	56.6336	62.198	54.7497
TMF1	13.7236	13.1956	10.0948	12.1945	6.85348	15.0823	10.1525	15.5745
TMIE	0	0	0	0	0.0426747	0.0340767	0	0
TMIGD1	0	0	0	0	0	0	0	0
TMIGD2	1.71961	9.27295	1.49568	2.6997	0.253054	0.404521	0	0.687962
TMOD1	0.490681	0.471425	0.2613392	0.669575	25.6853	44.6562	60.952641	28.0395
TMOD2	2.83818	2.12236	0.969392	2.12304	2.01296	1.73016	1.69615	2.30224
TMOD3	28.21423	35.23708	26.66345	27.09933	15.98538	23.3202	13.711312	25.58377
TMOD4	0.0931709	0.0905481	0	0.190433	0.472332	1.42724	0.550708	1.32337
TMPO	62.48968	70.1066	32.99673	41.60989	61.39785	101.95827	76.82261	84.362854
TMPPE	4.750691	7.714203	3.228838193	4.8138904	5.496233	5.436885	4.005041	4.018639
TMPRSS11A	0	0	0	0	0	0	0	0
TMPRSS12	0	0.0825415	0	0.0870353	0	0	0	0
TMPRSS13	0.0586445	0.170792	1.27021	0.121123	0.445532	0.476153	0.286629	0.190224
TMPRSS15	0	0	0	0	0	0	0	0
TMPRSS2	0.484665	0.470281	0.477049	0.457035	0.557671	1.02582	0.343436	0.806326
TMPRSS3	0.185805	0.36081664	0.12195846	0.2555764	0.07842776	0.12578858	0.06058806	0
TMPRSS4	0.0825519	0.16019	0.162502	0.0857033	1.20149	0.459377	0.844023	0.62155
TMPRSS5	0.5681317	0.8754681	0.1699925	0.434671	0.2707954	0.3372049	0.4012366	0.3455833
TMPRSS6	0	0.0300667	0.0305057	0	0.66677	0.344372	0.602318	0.398885
TMPRSS7	0	0	0.033782	0	0.0434357	0.0693751	0	0
TMPRSS9	0.0247163	0.0239679	0	0	0.125068	0.249333	0.743332	0
TMSB10	84.8404	89.7818	72.3253	0	384.183	560.812	516.92	445.641
TMSB4X	4999.34	9237.67	3678.21	6116.37	3998.18	4416.39	3367.09	4833.19
TMT1A	8.89765	11.1299	7.81546	9.41913	21.0648	31.6928	26.8095	31.6648
TMTC1	1.4800764	1.553683	1.706184	2.191531	2.20133000570911	2.7297815853	3.129417	2.93272000064772
TMTC2	0.605698	0.50993	0.360682	0.433604	0.685409	1.41278	0.478439	1.17405
TMTC3	3.3275	3.1495	1.4145	3.08143	1.38075	4.59355	1.86021	3.79147
TMTC4	5.51706	8.76651	3.09105	6.76783	6.76014	8.64889	7.33187	9.21105
TMUB1	35.61251	43.6858	34.41205	30.48715	23.67293	17.63309	19.75846	12.49498
TMUB2	22.2482	27.6815	22.3137	24.1639	23.60684	21.22743	24.7109	18.47865
TMX1	26.6335	41.9812	23.4907	29.4449	21.8578	45.4495	47.1155	50.3397
TMX2	24.3375	35.4591	28.4149	33.7127	34.5197	34.7201	33.1726	40.7585
TMX3	52.8639	75.7265	38.7767	46.6295	38.1398	48.3226	31.4677	49.8201
TMX4	3.271713	2.851426	2.27597	3.2959635244	2.549616	8.12465392	3.75391	11.00948
TNC	1.0087	2.65897	1.44422	1.89456	1.73126	4.36034	0.510608	1.29207
TNF	14.0738	14.7062	6.02088	8.64175	7.28487	7.44094	8.19009	5.2058
TNFAIP1	19.18186	27.05282	15.73482	19.89763	16.88324	20.77392	13.12992	20.21704
TNFAIP2	0.840266	2.38667	1.09266	1.06293	3.15138	5.24217	8.77352	4.63242
TNFAIP3	20.44594	40.77923	14.39968	29.1738	16.1202000319814	14.720668131	14.88282	14.08212
TNFAIP6	3.95075	4.01183	3.07855	3.94509	1.30935	2.51577	1.86165	2.04791
TNFAIP8	77.40092	96.401	47.34188	83.02908	60.43994	68.6944	48.475272	71.62219
TNFAIP8L1	3.98755	5.91797	3.38013	5.58206	4.16352	3.19326	3.44228	3.32816
TNFAIP8L2	43.32755	87.91305	41.789	73.23337	52.71244	56.05284	60.09165	69.948498
TNFAIP8L3	0.792799	2.56495	0.832482	1.695	3.14486	4.23328	5.52097	3.70804
TNFRSF11A	1.34639	1.70129	0.871745	1.8302	1.30021	1.72119	0.939147	0.798911
TNFRSF11B	0.123894	0.480826	0	0.30012	0.261334	0.334273	0	0.133261
TNFRSF12A	4.91881	9.13355	4.84734	6.36407	2.26855	6.75854	3.86789	3.68289
TNFRSF13B	60.0994	35.3853	51.5189	61.7227	53.8057	53.6241	38.3917	80.8677
TNFRSF13C	48.7383	68.8316	39.1983	56.6875	47.6446	46.852	21.7506	34.5206
TNFRSF17	312.423	114.086	184.645	151.042	51.9226	54.0379	45.066	76.3868
TNFRSF18	13.7712	35.9111	14.1634	32.1649	5.25544	5.01166	4.83584	2.44329
TNFRSF19	0.383615	0.594204	0.119192	0.2913195	0.153229	0.34932925389	0.0978394	0.237383
TNFRSF1A	20.3273	36.124	29.718601	31.250359	35.9018	47.412238	43.1593	38.924246
TNFRSF21	59.1185	61.5187	29.3252	61.3516	39.0241	46.1174	30.4374	61.1819
TNFRSF25	4.392523	8.486581	3.902455	5.10663	3.049396	3.027235	2.986722	1.573202
TNFRSF4	6.34853	15.4857	5.05621	8.39322	2.36832	2.70816	1.8562	2.91685
TNFRSF8	11.6628	14.8866	7.33963	10.4664	16.6531	14.5252	11.1269	13.1646
TNFRSF9	4.16573	10.7081	3.35161	7.63656	5.84568	5.25006	4.20694	3.6889
TNFSF10	10.6985	18.6428	11.8294	21.6823	4.83417	10.8311	4.62409	7.78082
TNFSF11	11.9427	16.6235	7.34197	15.6038	6.53147	9.8769	2.27388	9.62106
TNFSF12	11.07094	12.27003	13.44419	11.34352	14.50969	15.98595	15.16265	16.60746
TNFSF13	1.52185	0.816584	0.732894	0.741567	3.52342	2.71483	3.65014	5.00185
TNFSF13B	29.805	43.7236	24.9941	35.4968	18.6737	13.1495	16.551	18.1583
TNFSF14	4.03821	9.49063	5.07966	5.47604	6.53208	8.28895	11.4514	9.81787
TNFSF15	0.373274	0.242146	0	0	0.157833	0.127655	0	0.273797
TNFSF18	0.566746	0	0	0.82849	0	0	0	1.18285
TNFSF4	1.48853	5.317976	1.608594	3.261118	0.368497	1.370198	0.493384	3.140494
TNFSF8	7.12168	15.5324	8.69683	14.7418	4.71374	7.96007	5.01434	10.4116
TNFSF9	2.93551	6.39484	2.36081	5.7463	1.95484	2.00565	2.2822	1.3985
TNIK	1.2515630003726	2.38229000397366	0.9669406398	1.87907000376414	1.52010000036019	3.00741000242073	2.35006000011521	2.98405400056112
TNIP1	42.21523	75.8053	34.16668	59.39238	56.94368	55.99857	53.52513	54.39277
TNIP2	16.6258	21.3935	13.9863	20.1064	30.7261	19.8329	16.485	20.0452
TNIP3	0.769169	0.882771	0.344273	0.503744	1.15135	0.284444	0.5482	0.606896
TNK1	4.14034	3.75698	2.95735	5.66397	5.61913	4.79039	4.41396	3.54711
TNK2	39.99748	60.951327	35.32465725	46.517598	59.9722827	61.8928027569	47.505537	48.750789
TNKS	5.025233	6.509168	3.640868	5.862216	2.913163	4.926134	3.084563	5.472114
TNKS1BP1	3.39742	4.36984	2.470176	3.57081	5.54933	6.57371	5.14673	5.78311
TNKS2	18.2602	25.8334	14.7595	18.2239	9.90205	19.7931	8.60643	19.6603
TNMD	0	0	0	0	0	0	0	0.120263
TNN	0.567136	0.941227	0.393972	0.867962	0.084425	0.707821	0.421555	0.680164
TNNC1	0	0.355549	0	0	14.2495	10.577	8.60392	9.56742
TNNC2	0	0.181667	0.367571	0	17.3481	14.955	4.93837	5.69538
TNNI1	0.132543	0	0.130662	0	0.168116	0.136007	0.262743	0.437789
TNNI2	0	1.23281	0.534668	0.359931	29.155	22.8142	16.3416	19.5544
TNNI3	0.153382	0.298831	0.756295	0.15399	8.93863	8.17704	7.28144	8.7675
TNNI3K	0	0	0	0	0.107813	0	0.0551607	0.121743
TNNT1	0.272587	0.265379	0.134368	0.412654	0.691416	0.699422	0.405291	0.600484
TNNT2	0	0	0	0	36.4555	28.406	29.1122	38.7128
TNNT3	1.121164	2.22062	0.5524404	1.21497	21.92687	19.152678	8.089669	7.68554
TNP1	0	0	0	0	0	0	0	0
TNPO1	9.101393307	11.97134	6.294832	8.04211	6.03044	9.72151	5.741673	9.8776217
TNPO2	19.3966	27.6814	10.787	20.2701	14.5318	17.8575	13.5964	15.0085
TNPO3	40.60669	44.10124	28.725901	36.200543	30.572802	28.528928	24.434641	30.812081
TNR	0.582979	1.37741	0.496091	1.22877	0.799659	0.906143	1.245082	0.9380345
TNRC18	2.76700592996	3.761401	2.26918969265	3.942875	5.538538525	7.251832502	6.168096	5.804613
TNRC6A	9.2466	10.6594	5.66105	8.67156	8.73311	9.8441	6.87273	8.85352
TNRC6B	6.227276	9.15469	4.123225	8.735158	6.747296	6.89729130026355	6.369312	6.350518
TNRC6C	12.073238	16.644767	6.149576	14.5501	16.63466	17.91436	17.92133	16.19392
TNS1	4.21002	3.23781	2.45293	4.14188	10.0185	13.0806	12.4535	13.9547
TNS2	10.290749	13.026319	10.2379204729928	13.264809	17.979355	21.781963	17.077993	20.030966
TNS3	5.49868	9.23496	6.00182	8.03944	5.70879	10.4491	6.33692	11.6743
TNS4	0.0387055	0.262853	0	0.0804294	0	0	0.0376671	0
TNXB	1.88272	1.53095	1.67442	1.3667	2.69031	5.25786	3.78779	8.53129
TOB1	31.7598	39.5215	17.1374	22.3552	16.6765	13.2484	9.62286	14.5858
TOB2	12.1232	19.9848	10.4552	12.6289	12.81	14.6252	9.89126	9.38539
TOE1	9.79508	9.96838	9.01866	9.03175	8.94356	7.8695	5.94526	8.49949
TOGARAM1	4.11494	4.047864	3.152535	3.6231894	2.1848000210766	4.707953	2.1439300131491	4.670219
TOGARAM2	0.34029444	0.290129	0.205996	0.126615	0.0662096	0.0264047	0.0507903	0.080059
TOLLIP	27.4344	26.40171	21.69569	30.3483	40.9593	52.9021	44.1977	52.129
TOM1	31.366475	33.9653	30.51797	32.4865	30.32994	26.314852	26.36321	34.291565
TOM1L1	0.42512	0.337444	0.34233	0.321239	6.06466	7.562411	8.058545	7.64268
TOM1L2	5.79162	7.55737	5.731441	6.009227	6.268321	8.3008563107	8.357552	8.272952623
TOMM20	83.378	101.921	75.0525	74.9969	68.4144	89.9899	53.8636	88.6187
TOMM20L	1.80506	2.47721	0.715871	1.04457	0.854891	0.33854	0.656056	0
TOMM22	86.7835	145.762	78.0079	103.25	97.5458	96.7416	87.552	97.8326
TOMM34	119.154	152.256	95.959	140.263	111.592	87.6135	85.5157	84.1792
TOMM40	39.2484	55.3215	30.8565	44.516	54.1009	53.7151	44.2225	43.6474
TOMM40L	21.98369	33.72162	21.38314	26.56048	21.06825	25.33862	22.10457	21.42738
TOMM5	60.5585	116.163	53.7402	65.7772	48.9617	58.3646	41.5755	56.0721
TOMM6	217.38	266.363	181.128	188.593	160.481	154.01	120.678	138.511
TOMM7	325.633	336.901	238.743	245.475	190.213	174.687	165.982	156.74
TOMM70	28.9649	43.1669	18.4404	30.2844	23.9183	34.6949	19.8475	34.3693
TOMT	0.289481	0.422864	0.428148	0.145699	0	0.296899	0.143298	0
TONSL	13.4488	15.4911	6.42252	11.0845	17.1423	15.5835	21.9338	12.6269
TOP1	54.4855	60.1048	35.3133	44.8327	44.9919	55.8226	45.2211	58.5944
TOP2A	47.1701	49.3791	18.9323	28.2981	65.3749	65.2698	73.281	68.0263
TOP2B	47.7323	68.92541	31.86535	47.72098	38.28827	56.07536	37.870395	56.156
TOP3A	12.125451	16.749424	7.611505	13.251834	13.918505	13.533766	15.74697	15.443356
TOP3B	12.5589	17.3562	9.36166	12.5736	13.1738	12.2689	11.3225	12.2777
TOPAZ1	0	0	0.0149342	0	0	0.091722	0	0.0486017
TOPBP1	22.035650597533	33.92648	18.23587	24.6082710011882	19.4737930295145	24.656911	19.03267	26.36637
TOPORS	8.0028	11.03662	6.12102	8.45126	4.8276	6.90267	4.68266	6.85059
TOR1A	41.7278	39.1992	37.6653	36.0688	28.1276	31.2093	24.4376	27.4305
TOR1AIP1	24.00464	22.275201	17.56823	21.88976	19.099595	20.18606	15.984435	17.199013
TOR1B	46.69	46.9387	45.9602	42.1244	42.3774	38.8148	39.3889	39.7623
TOR2A	39.4797	55.1485	35.22613	37.87431	28.72706	29.33121	28.26891	24.14851
TOR3A	21.0116	13.96723	11.07038	14.217838	22.532533	13.487517	16.719327	7.007803
TOR4A	25.121	24.0535	22.8608	26.865	11.2616	6.88996	6.22461	4.59428
TOX	31.2996	22.72909	16.83081	24.58619	8.33935	9.92331	5.70863	13.68974
TOX2	4.053037	12.99965	3.250905	7.364729	2.58935	1.361397	1.29341	1.846775
TOX3	0.1833862	0.0762206	0.2320109	0.1092961	0.364569	0.449494	0.355943	0.44862
TOX4	21.3297	29.2187	21.0693	19.1435	19.8163	23.8361	17.0555	23.4297
TP53	68.598247	116.7104	48.861963	75.19242	68.5818	79.387136	50.59324	77.042886
TP53BP1	6.0761710443	12.92326713489	6.93538900508211	8.36507707066082	4.77000451542	5.47104491084631	4.41699	7.23649112138086
TP53BP2	2.24538	1.81713	1.88054	2.4444	3.12166	2.82359	2.24729	4.14337
TP53I11	114.246	113.54	111.787	151.955	70.0717	76.8984	52.5634	85.0257
TP53I13	8.826772	6.267094	8.781511	8.23087	40.12799	31.9314	82.8796	25.72049
TP53I3	3.15263	3.12842	6.93005	4.2965	2.13602	3.05887	2.94807	2.7801
TP53INP1	157.177	162.747	123.015	157.041	151.341	116.778	130.441	124.788
TP53INP2	34.38125	32.42257	30.361705	33.40841	32.8601	33.79631	39.23814	30.22702
TP53RK	12.0898	20.2908	9.45307	11.8735	19.0534	12.5603	9.23577	10.119
TP53TG5	0.215136	0.208745	0.084701	0.267876	0.217832	0.217736	0.209566	0.0463044
TP63	0.843125	0.12336	0.187645	0.5266496	0.0804479	0.26290876	0.0837793	0.2600764
TP73	1.56899	1.36115	0.742158	1.4451	1.04453	0.437026	0.680347	0.463446
TPBG	0.108184	0.155272	0.0354902	0.112493	1.505886	1.1667841	0.404447	0.652494
TPBGL	0.387522	1.10235	0.584691	0.943189	0.326828	0.234601	0.0250698	0.11064
TPCN1	18.1534	27.4457	15.4491	24.2629	18.6912	15.3098	17.1194	14.7881
TPCN2	32.0001	83.8535	26.5208	51.0549	22.8432	25.5202	26.2015	23.2526
TPD52	8.60779584055	11.1093518	9.608723	11.9112073969	13.233803	33.361323	9.7000717	24.380655009
TPD52L1	0.356366	0.341623	0.075542800302259	0.544372	0.125562000780295	0.403603	0.278957000336553	0.317765
TPD52L2	34.18338	49.694785	27.085978	35.985826	39.4210118	35.725722	33.08919283	33.798551
TPD52L3	0.154303	0	0	0	0	0	0	0
TPGS1	36.9013	74.7862	37.4722	55.129	71.9231	56.2042	59.3043	52.3287
TPGS2	22.972	30.3537	16.8461	18.558752	15.2914	15.8934	9.512565	18.3839
TPH1	0	0.0690354	0	0	0	0	0	0
TPH2	0.0714873	0.0693472	0.246241	0.037171	0.0452304	0	0.104285	0.0383822
TPI1	133.859	175.662	117.691	132.466	188.449	161.342	183.358	165.541
TPK1	2.78497	5.265796	2.56056	3.373277331775	3.12717	2.772731	2.35256000200018	3.784436
TPM1	78.03805531264	109.74839621031	67.9148302188	85.0993810561192	143.197927012088	193.6162393742	134.912560507	172.695393051534
TPM2	5.82418	10.351842	4.419253	8.06465	38.55445	50.30768	43.05107	35.6730200773151
TPM3	161.777856	156.348567	128.449078	259.91775	168.701711	203.224306	61.6319480008536	216.9332
TPM4	106.124476	193.537367	108.812342	177.22313	179.390649	209.523735	178.337805	193.492313
TPMT	14.9629	19.6657	13.3967	13.7103	11.3539	13.2879	10.2955	12.2776
TPO	0	0	0	0	0	0	0.0275191	0
TPP1	45.3522	86.0231	37.6231	47.8576	37.0568	46.7711	34.901	48.8047
TPP2	53.6934	47.42353	32.15805	38.99713	32.8541	39.23933	19.561594	32.971663
TPPP	8.77512	9.18873	5.21799	6.62413	55.9841	40.0406	73.4685	34.9113
TPPP2	0	0	0	0	0	0	0	0
TPPP3	24.741755	30.258968	27.151702	32.78153	39.86162	57.946773	42.6382	52.69304
TPR	39.793482	53.206643	27.075938	48.413756	77.8324400001411	72.1959500014091	64.24624	61.2623800072581
TPRA1	27.8873	38.7098	28.3261	28.9097	23.74975	24.17065	20.45072	22.67976
TPRG1	3.81099	23.7925	3.88637	10.3597	13.1676	12.1364	3.90781	6.94483
TPRG1L	34.6868	56.9673	32.0482	44.4522	39.4493	36.7869	34.5764	24.465
TPRKB	9.55135	12.887	5.666284	8.949862	9.386632	7.9698	7.20941	13.86022
TPRN	9.04945	13.5045	9.06651	10.4504	6.11156	6.65056	6.32132	4.62576
TPST1	14.7941	14.3551	14.6486	18.4595	10.8436	16.4511	9.50939	16.4968
TPST2	48.0393	73.3619	51.328	46.8001	50.0563	49.0861	50.3358	47.6441
TPT1	3187.17	3919.32	2603.97	2934.91	2821.75	3036.65	2221.58	2622.76
TPX2	41.8686	43.2858	19.5432	29.8615	80.1536	85.0116	92.8271	79.1045
TRA2A	50.4095	95.8227	47.1109	52.0128	41.7864	56.8108	37.1255	56.6669
TRA2B	129.54253	171.8605	96.86052	108.39329	168.9825	204.4762	115.42261	189.403
TRABD	168.04715	164.11363	171.22253	153.592923	151.97639	135.66675	142.209816	139.3596
TRABD2A	0.152585	0.158581	0.0536124	0.112622	0.352988	0.188276	0.149745	0.250351
TRABD2B	0.515094	0.73433	0.193762	1.20497	1.1496	2.15122	1.39331	1.53601
TRADD	8.51065	10.004	5.98485	10.0467	10.4827	12.1615	11.4866	12.0162
TRAF1	17.236216	30.64434	14.3397	22.3509000142809	13.89094	6.047122	13.718886	11.653173
TRAF2	40.5262	57.55476	39.48136	51.386257	45.944548	40.93442	44.666842	41.56288
